label,n_true,phi_true,seed,ok,wall_s,csv
rich0070_n0644_phi264,0.644,26.36,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0070_n0644_phi264_seed0.csv
rich0070_n0644_phi264,0.644,26.36,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0070_n0644_phi264_seed1.csv
rich0071_n0645_phi203,0.645,20.35,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0071_n0645_phi203_seed0.csv
rich0071_n0645_phi203,0.645,20.35,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0071_n0645_phi203_seed1.csv
rich0072_n0647_phi158,0.647,15.83,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0072_n0647_phi158_seed0.csv
rich0072_n0647_phi158,0.647,15.83,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0072_n0647_phi158_seed1.csv
rich0073_n0648_phi130,0.648,12.95,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0073_n0648_phi130_seed0.csv
rich0073_n0648_phi130,0.648,12.95,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0073_n0648_phi130_seed1.csv
rich0074_n0650_phi160,0.650,15.99,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0074_n0650_phi160_seed0.csv
rich0074_n0650_phi160,0.650,15.99,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0074_n0650_phi160_seed1.csv
rich0075_n0651_phi188,0.651,18.76,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0075_n0651_phi188_seed0.csv
rich0075_n0651_phi188,0.651,18.76,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0075_n0651_phi188_seed1.csv
rich0076_n0652_phi222,0.652,22.16,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0076_n0652_phi222_seed0.csv
rich0076_n0652_phi222,0.652,22.16,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0076_n0652_phi222_seed1.csv
rich0077_n0653_phi181,0.653,18.09,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0077_n0653_phi181_seed0.csv
rich0077_n0653_phi181,0.653,18.09,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0077_n0653_phi181_seed1.csv
rich0078_n0655_phi245,0.655,24.47,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0078_n0655_phi245_seed0.csv
rich0078_n0655_phi245,0.655,24.47,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0078_n0655_phi245_seed1.csv
rich0079_n0655_phi198,0.655,19.81,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0079_n0655_phi198_seed0.csv
rich0079_n0655_phi198,0.655,19.81,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0079_n0655_phi198_seed1.csv
rich0080_n0657_phi258,0.657,25.84,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0080_n0657_phi258_seed0.csv
rich0080_n0657_phi258,0.657,25.84,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0080_n0657_phi258_seed1.csv
rich0081_n0659_phi242,0.659,24.16,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0081_n0659_phi242_seed0.csv
rich0081_n0659_phi242,0.659,24.16,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0081_n0659_phi242_seed1.csv
rich0082_n0660_phi130,0.660,13.02,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0082_n0660_phi130_seed0.csv
rich0082_n0660_phi130,0.660,13.02,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0082_n0660_phi130_seed1.csv
rich0083_n0662_phi148,0.662,14.82,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0083_n0662_phi148_seed0.csv
rich0083_n0662_phi148,0.662,14.82,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0083_n0662_phi148_seed1.csv
rich0084_n0663_phi129,0.663,12.89,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0084_n0663_phi129_seed0.csv
rich0084_n0663_phi129,0.663,12.89,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0084_n0663_phi129_seed1.csv
rich0085_n0664_phi207,0.664,20.75,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0085_n0664_phi207_seed0.csv
rich0085_n0664_phi207,0.664,20.75,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0085_n0664_phi207_seed1.csv
rich0086_n0665_phi246,0.665,24.63,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0086_n0665_phi246_seed0.csv
rich0086_n0665_phi246,0.665,24.63,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0086_n0665_phi246_seed1.csv
rich0087_n0667_phi194,0.667,19.37,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0087_n0667_phi194_seed0.csv
rich0087_n0667_phi194,0.667,19.37,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0087_n0667_phi194_seed1.csv
rich0088_n0668_phi166,0.668,16.56,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0088_n0668_phi166_seed0.csv
rich0088_n0668_phi166,0.668,16.56,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0088_n0668_phi166_seed1.csv
rich0089_n0669_phi155,0.669,15.46,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0089_n0669_phi155_seed0.csv
rich0089_n0669_phi155,0.669,15.46,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0089_n0669_phi155_seed1.csv
rich0090_n0671_phi277,0.671,27.73,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0090_n0671_phi277_seed0.csv
rich0090_n0671_phi277,0.671,27.73,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0090_n0671_phi277_seed1.csv
rich0091_n0672_phi215,0.672,21.53,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0091_n0672_phi215_seed0.csv
rich0091_n0672_phi215,0.672,21.53,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0091_n0672_phi215_seed1.csv
rich0092_n0673_phi271,0.673,27.14,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0092_n0673_phi271_seed0.csv
rich0092_n0673_phi271,0.673,27.14,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0092_n0673_phi271_seed1.csv
rich0093_n0675_phi276,0.675,27.63,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0093_n0675_phi276_seed0.csv
rich0093_n0675_phi276,0.675,27.63,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0093_n0675_phi276_seed1.csv
rich0094_n0677_phi191,0.677,19.08,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0094_n0677_phi191_seed0.csv
rich0094_n0677_phi191,0.677,19.08,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0094_n0677_phi191_seed1.csv
rich0095_n0678_phi137,0.678,13.67,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0095_n0678_phi137_seed0.csv
rich0095_n0678_phi137,0.678,13.67,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0095_n0678_phi137_seed1.csv
rich0096_n0679_phi253,0.679,25.29,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0096_n0679_phi253_seed0.csv
rich0096_n0679_phi253,0.679,25.29,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0096_n0679_phi253_seed1.csv
rich0097_n0679_phi239,0.679,23.85,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0097_n0679_phi239_seed0.csv
rich0097_n0679_phi239,0.679,23.85,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0097_n0679_phi239_seed1.csv
rich0098_n0681_phi223,0.681,22.29,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0098_n0681_phi223_seed0.csv
rich0098_n0681_phi223,0.681,22.29,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0098_n0681_phi223_seed1.csv
rich0099_n0683_phi121,0.683,12.11,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0099_n0683_phi121_seed0.csv
rich0099_n0683_phi121,0.683,12.11,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0099_n0683_phi121_seed1.csv
rich0100_n0685_phi200,0.685,19.97,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0100_n0685_phi200_seed0.csv
rich0100_n0685_phi200,0.685,19.97,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0100_n0685_phi200_seed1.csv
rich0101_n0685_phi225,0.685,22.46,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0101_n0685_phi225_seed0.csv
rich0101_n0685_phi225,0.685,22.46,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0101_n0685_phi225_seed1.csv
rich0102_n0687_phi265,0.687,26.51,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0102_n0687_phi265_seed0.csv
rich0102_n0687_phi265,0.687,26.51,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0102_n0687_phi265_seed1.csv
rich0103_n0687_phi267,0.687,26.68,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0103_n0687_phi267_seed0.csv
rich0103_n0687_phi267,0.687,26.68,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0103_n0687_phi267_seed1.csv
rich0104_n0690_phi250,0.690,24.97,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0104_n0690_phi250_seed0.csv
rich0104_n0690_phi250,0.690,24.97,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0104_n0690_phi250_seed1.csv
rich0105_n0690_phi177,0.690,17.65,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0105_n0690_phi177_seed0.csv
rich0105_n0690_phi177,0.690,17.65,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0105_n0690_phi177_seed1.csv
rich0106_n0691_phi234,0.691,23.37,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0106_n0691_phi234_seed0.csv
rich0106_n0691_phi234,0.691,23.37,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0106_n0691_phi234_seed1.csv
rich0107_n0693_phi192,0.693,19.18,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0107_n0693_phi192_seed0.csv
rich0107_n0693_phi192,0.693,19.18,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0107_n0693_phi192_seed1.csv
rich0108_n0695_phi274,0.695,27.42,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0108_n0695_phi274_seed0.csv
rich0108_n0695_phi274,0.695,27.42,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0108_n0695_phi274_seed1.csv
rich0109_n0696_phi176,0.696,17.62,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0109_n0696_phi176_seed0.csv
rich0109_n0696_phi176,0.696,17.62,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0109_n0696_phi176_seed1.csv
rich0110_n0698_phi229,0.698,22.95,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0110_n0698_phi229_seed0.csv
rich0110_n0698_phi229,0.698,22.95,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0110_n0698_phi229_seed1.csv
rich0111_n0698_phi205,0.698,20.53,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0111_n0698_phi205_seed0.csv
rich0111_n0698_phi205,0.698,20.53,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0111_n0698_phi205_seed1.csv
rich0112_n0700_phi276,0.700,27.55,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0112_n0700_phi276_seed0.csv
rich0112_n0700_phi276,0.700,27.55,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0112_n0700_phi276_seed1.csv
rich0113_n0701_phi174,0.701,17.36,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0113_n0701_phi174_seed0.csv
rich0113_n0701_phi174,0.701,17.36,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0113_n0701_phi174_seed1.csv
rich0114_n0703_phi171,0.703,17.06,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0114_n0703_phi171_seed0.csv
rich0114_n0703_phi171,0.703,17.06,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0114_n0703_phi171_seed1.csv
rich0115_n0703_phi150,0.703,15.00,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0115_n0703_phi150_seed0.csv
rich0115_n0703_phi150,0.703,15.00,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0115_n0703_phi150_seed1.csv
rich0116_n0705_phi137,0.705,13.74,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0116_n0705_phi137_seed0.csv
rich0116_n0705_phi137,0.705,13.74,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0116_n0705_phi137_seed1.csv
rich0117_n0707_phi181,0.707,18.08,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0117_n0707_phi181_seed0.csv
rich0117_n0707_phi181,0.707,18.08,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0117_n0707_phi181_seed1.csv
rich0118_n0707_phi278,0.707,27.80,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0118_n0707_phi278_seed0.csv
rich0118_n0707_phi278,0.707,27.80,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0118_n0707_phi278_seed1.csv
rich0119_n0710_phi226,0.710,22.57,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0119_n0710_phi226_seed0.csv
rich0119_n0710_phi226,0.710,22.57,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0119_n0710_phi226_seed1.csv
rich0120_n0711_phi245,0.711,24.49,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0120_n0711_phi245_seed0.csv
rich0120_n0711_phi245,0.711,24.49,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0120_n0711_phi245_seed1.csv
rich0121_n0713_phi166,0.713,16.62,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0121_n0713_phi166_seed0.csv
rich0121_n0713_phi166,0.713,16.62,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0121_n0713_phi166_seed1.csv
rich0122_n0713_phi262,0.713,26.19,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0122_n0713_phi262_seed0.csv
rich0122_n0713_phi262,0.713,26.19,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0122_n0713_phi262_seed1.csv
rich0123_n0715_phi219,0.715,21.90,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0123_n0715_phi219_seed0.csv
rich0123_n0715_phi219,0.715,21.90,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0123_n0715_phi219_seed1.csv
rich0124_n0716_phi194,0.716,19.42,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0124_n0716_phi194_seed0.csv
rich0124_n0716_phi194,0.716,19.42,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0124_n0716_phi194_seed1.csv
rich0125_n0718_phi163,0.718,16.26,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0125_n0718_phi163_seed0.csv
rich0125_n0718_phi163,0.718,16.26,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0125_n0718_phi163_seed1.csv
rich0126_n0719_phi190,0.719,19.01,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0126_n0719_phi190_seed0.csv
rich0126_n0719_phi190,0.719,19.01,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0126_n0719_phi190_seed1.csv
rich0127_n0720_phi169,0.720,16.86,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0127_n0720_phi169_seed0.csv
rich0127_n0720_phi169,0.720,16.86,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0127_n0720_phi169_seed1.csv
rich0128_n0722_phi176,0.722,17.59,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0128_n0722_phi176_seed0.csv
rich0128_n0722_phi176,0.722,17.59,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0128_n0722_phi176_seed1.csv
rich0129_n0723_phi126,0.723,12.57,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0129_n0723_phi126_seed0.csv
rich0129_n0723_phi126,0.723,12.57,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0129_n0723_phi126_seed1.csv
rich0130_n0724_phi204,0.724,20.42,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0130_n0724_phi204_seed0.csv
rich0130_n0724_phi204,0.724,20.42,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0130_n0724_phi204_seed1.csv
rich0131_n0726_phi252,0.726,25.24,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0131_n0726_phi252_seed0.csv
rich0131_n0726_phi252,0.726,25.24,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0131_n0726_phi252_seed1.csv
rich0132_n0727_phi123,0.727,12.27,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0132_n0727_phi123_seed0.csv
rich0132_n0727_phi123,0.727,12.27,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0132_n0727_phi123_seed1.csv
rich0133_n0727_phi234,0.727,23.43,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0133_n0727_phi234_seed0.csv
rich0133_n0727_phi234,0.727,23.43,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0133_n0727_phi234_seed1.csv
rich0134_n0730_phi221,0.730,22.13,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0134_n0730_phi221_seed0.csv
rich0134_n0730_phi221,0.730,22.13,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0134_n0730_phi221_seed1.csv
rich0135_n0731_phi244,0.731,24.40,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0135_n0731_phi244_seed0.csv
rich0135_n0731_phi244,0.731,24.40,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0135_n0731_phi244_seed1.csv
rich0136_n0732_phi179,0.732,17.89,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0136_n0732_phi179_seed0.csv
rich0136_n0732_phi179,0.732,17.89,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0136_n0732_phi179_seed1.csv
rich0137_n0733_phi214,0.733,21.36,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0137_n0733_phi214_seed0.csv
rich0137_n0733_phi214,0.733,21.36,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0137_n0733_phi214_seed1.csv
rich0138_n0735_phi138,0.735,13.77,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0138_n0735_phi138_seed0.csv
rich0138_n0735_phi138,0.735,13.77,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0138_n0735_phi138_seed1.csv
rich0139_n0735_phi206,0.735,20.60,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0139_n0735_phi206_seed0.csv
rich0139_n0735_phi206,0.735,20.60,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0139_n0735_phi206_seed1.csv
rich0140_n0738_phi231,0.738,23.06,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0140_n0738_phi231_seed0.csv
